1.76666666667,1.0,10.0,1.98,64334,40.82755018409807
2.0,1.0,10.0,1.98,64469,40.80459622503258
1.76666666667,1.0,10.0,1.61,64508,33.939941624877974
2.0,1.0,10.0,1.61,64534,33.978838679147884
2.0,2.0,10.0,1.98,64588,40.849025222007185
2.46666666667,1.0,10.0,1.98,64608,41.07780710665975
2.23333333333,1.0,10.0,1.98,64624,41.016611660597846
1.76666666667,1.0,10.0,1.24,64652,27.034708292689174
1.53333333333,1.0,10.0,1.98,64681,41.755366020835936
2.7,1.0,10.0,1.98,64701,39.81037738651503
1.76666666667,2.0,10.0,1.98,64709,41.08952817018144
2.7,4.0,10.0,1.98,64729,39.806347518693656
2.0,1.0,10.0,1.24,64746,26.93701350700576
2.0,4.0,10.0,1.98,64747,41.364768322207965
2.23333333333,2.0,10.0,1.98,64749,41.05448273092043
2.0,3.0,10.0,1.98,64757,40.84751893556677
2.7,1.0,10.0,1.61,64758,32.41567245684564
2.7,2.0,10.0,1.98,64771,39.810098365764134
1.53333333333,1.0,10.0,1.61,64788,33.2252482988406
2.23333333333,3.0,10.0,1.98,64790,41.08589059696533
2.46666666667,1.0,10.0,1.61,64796,33.264175709104165
2.23333333333,1.0,10.0,1.61,64809,33.305684813065454
2.0,2.0,10.0,1.61,64818,34.02661203267053
2.7,4.0,10.0,1.61,64837,32.402642088592984
1.53333333333,2.0,10.0,1.98,64845,41.718358902377076
2.23333333333,2.0,10.0,1.61,64850,33.40911081188824
2.7,2.0,10.0,1.61,64857,32.41534832317848
1.53333333333,4.0,10.0,1.98,64870,41.7717343281256
1.76666666667,2.0,10.0,1.61,64875,34.08307673991658
1.76666666667,3.0,10.0,1.98,64896,40.78864673967473
2.0,2.0,10.0,1.24,64898,26.84013120783493
2.7,1.0,10.0,1.24,64902,24.99081788409967
2.7,3.0,10.0,1.98,64906,39.79711904923897
2.7,2.0,10.0,1.24,64907,24.997407434973866
2.46666666667,4.0,10.0,1.98,64916,41.22928070789203
2.46666666667,2.0,10.0,1.98,64919,41.09154737403151
2.0,3.0,10.0,1.61,64922,34.00107957201544
2.46666666667,1.0,10.0,1.24,64933,25.858913971926086
1.76666666667,1.0,10.0,0.87,64953,18.462092615896836
2.23333333333,3.0,10.0,1.61,64956,33.38437930610962
2.0,1.0,10.0,0.87,64959,18.526919248281047
2.23333333333,4.0,10.0,1.98,64969,40.99147090339102
1.53333333333,2.0,10.0,1.61,64972,33.260471533983946
2.0,4.0,10.0,1.61,64978,34.24180141463876
2.7,3.0,10.0,1.61,64982,32.407125043915585
1.76666666667,4.0,10.0,1.98,64985,40.8414027428953
2.46666666667,3.0,10.0,1.98,64997,41.32000137504656
2.7,4.0,10.0,1.24,65000,24.989888630923815
2.23333333333,1.0,10.0,1.24,65005,25.799972002278082
1.53333333333,3.0,10.0,1.98,65012,42.0439124382101
1.53333333333,4.0,10.0,1.61,65014,33.22413486789446
1.76666666667,3.0,10.0,1.61,65018,33.88135655631777
2.46666666667,2.0,10.0,1.61,65020,33.338585024815984
2.46666666667,4.0,10.0,1.61,65021,33.516089969081804
1.76666666667,2.0,10.0,1.24,65023,27.170241161016747
1.53333333333,1.0,10.0,1.24,65031,26.070421687094495
2.23333333333,2.0,10.0,1.24,65040,25.775886100251228
2.7,3.0,10.0,1.24,65068,24.989337188191712
1.53333333333,2.0,10.0,1.24,65069,26.046444067847915
1.3,3.0,10.0,1.98,65070,41.70349218114279
2.23333333333,3.0,10.0,1.24,65090,25.78306050703395
1.76666666667,4.0,10.0,1.61,65094,33.957735695759766
2.23333333333,4.0,10.0,1.61,65094,33.36565720499493
2.7,2.0,10.0,0.87,65108,17.605468257679604
2.7,1.0,10.0,0.87,65119,17.612115657888353
2.0,2.0,10.0,0.87,65121,18.55606507929042
2.0,4.0,10.0,1.24,65133,27.396469312836416
2.46666666667,4.0,10.0,1.24,65143,26.192755257943645
1.76666666667,3.0,10.0,1.24,65145,27.08847110986244
2.0,3.0,10.0,1.24,65151,26.898830065038055
1.53333333333,4.0,10.0,1.24,65169,26.04931159922853
1.53333333333,3.0,10.0,1.61,65177,33.15610478934832
2.46666666667,3.0,10.0,1.61,65180,33.69733732077293
1.3,2.0,10.0,1.98,65182,41.7366314062383
1.53333333333,1.0,10.0,0.87,65194,18.18575633270666
2.46666666667,2.0,10.0,1.24,65198,25.78513597988058
2.7,4.0,10.0,0.87,65220,17.600487582967617
1.53333333333,2.0,10.0,0.87,65225,18.20783092896454
2.23333333333,1.0,10.0,0.87,65232,18.549408470862545
2.23333333333,4.0,10.0,1.24,65239,25.80208564386703
1.76666666667,2.0,10.0,0.87,65244,18.747382073197514
1.3,3.0,10.0,1.61,65248,33.21894200891256
2.46666666667,1.0,10.0,0.87,65248,18.482859507086687
2.0,4.0,10.0,0.87,65249,18.848238919861615
2.23333333333,3.0,10.0,0.87,65251,18.448610550025478
1.76666666667,1.0,10.0,0.5,65261,10.786842430010438
2.7,3.0,10.0,0.87,65265,17.598495396319777
1.76666666667,4.0,10.0,1.24,65266,26.936048056697473
2.23333333333,2.0,10.0,0.87,65274,18.497338185319677
1.3,2.0,10.0,1.61,65299,33.23064117797185
1.53333333333,4.0,10.0,0.87,65302,18.204105574986897
1.53333333333,3.0,10.0,1.24,65304,26.162524015060626
1.3,4.0,10.0,1.98,65306,41.719764708774164
2.0,3.0,10.0,0.87,65318,18.478506937040947
1.76666666667,3.0,10.0,0.87,65337,18.473862466868013
2.0,1.0,10.0,0.5,65342,10.715988083276898
2.46666666667,3.0,10.0,1.24,65348,26.139373029349372
2.46666666667,4.0,10.0,0.87,65358,18.331113465013914
1.3,1.0,10.0,1.98,65359,41.780967026017606
1.3,4.0,10.0,1.61,65364,33.21552120172419
2.46666666667,2.0,10.0,0.87,65374,18.38034199620597
1.3,4.0,10.0,1.24,65404,25.966870779870078
2.23333333333,4.0,10.0,0.87,65416,18.509814603836276
1.76666666667,4.0,10.0,0.87,65425,18.46330293524079
1.3,2.0,10.0,1.24,65428,26.049677416915074
2.7,1.0,10.0,0.5,65440,10.215386176598258
2.7,4.0,10.0,0.5,65452,10.184916302911006
1.3,1.0,10.0,1.61,65458,33.22365650709253
1.53333333333,3.0,10.0,0.87,65459,18.110642669373192
2.0,2.0,10.0,0.5,65482,10.70442708604969
1.53333333333,1.0,10.0,0.5,65484,10.546529798652045
1.3,3.0,10.0,1.24,65488,26.07797178288456
2.7,2.0,10.0,0.5,65490,10.20687541004736
1.53333333333,2.0,10.0,0.5,65497,10.551475193235092
2.46666666667,3.0,10.0,0.87,65508,18.425583334988914
1.3,4.0,10.0,0.87,65519,18.299967043101788
2.23333333333,2.0,10.0,0.5,65521,10.51133254612796
2.0,4.0,10.0,0.5,65523,10.794927427079529
1.53333333333,4.0,10.0,0.5,65546,10.543351318920031
2.23333333333,1.0,10.0,0.5,65567,10.49281364493072
1.3,2.0,10.0,0.87,65568,18.210462651913986
2.46666666667,1.0,10.0,0.5,65585,10.522320120362565
2.0,3.0,10.0,0.5,65599,10.722257668850943
1.76666666667,3.0,10.0,0.5,65605,10.74302563490346
2.23333333333,4.0,10.0,0.5,65615,10.50054599181749
2.7,3.0,10.0,0.5,65641,10.19094543508254
1.3,1.0,10.0,1.24,65645,26.025285065057687
2.46666666667,4.0,10.0,0.5,65647,10.548647116869688
1.76666666667,4.0,10.0,0.5,65669,10.769072345923632
1.3,3.0,10.0,0.87,65673,18.19010741985403
1.3,1.0,10.0,0.87,65700,18.22531710495241
1.53333333333,3.0,10.0,0.5,65701,10.766351673635654
2.23333333333,3.0,10.0,0.5,65709,10.554887647158466
2.46666666667,2.0,10.0,0.5,65710,10.60520614986308
1.76666666667,2.0,10.0,0.5,65716,10.770707455929369
1.3,2.0,10.0,0.5,65718,10.547072657034732
2.46666666667,3.0,10.0,0.5,65737,10.669435285031796
1.3,4.0,10.0,0.5,65773,10.544693394214846
1.3,3.0,10.0,0.5,65903,10.548382446169853
1.3,1.0,10.0,0.5,65919,10.548956335172988
